"","ID","handedness","block","rt"
"94","301001","nonDom","block2","158.35499996319413"
"95","301001","nonDom","block2","310.74500002432615"
"96","301001","nonDom","block2","214.6899999352172"
"97","301001","nonDom","block2","198.87500000186265"
"98","301001","nonDom","block2","173.50500007160008"
"99","301001","nonDom","block2","231.96000000461936"
"100","301001","nonDom","block2","182.44499992579222"
"101","301001","nonDom","block2","126.59500003792346"
"102","301001","nonDom","block2","246.73999997321516"
"103","301001","nonDom","block2","189.56500000786036"
"104","301001","nonDom","block2","200.29000006616116"
"105","301001","nonDom","block2","222.3099999828264"
"106","301001","nonDom","block2","214.58499995060265"
"107","301001","nonDom","block2","230.574999935925"
"112","301001","dom","block3","149.96499998960644"
"113","301001","dom","block3","135.88000007439405"
"114","301001","dom","block3","158.44999998807907"
"115","301001","dom","block3","134.75000008475035"
"116","301001","dom","block3","190.2450000634417"
"117","301001","dom","block3","150.90999996755272"
"118","301001","dom","block3","166.25000000931323"
"119","301001","dom","block3","167.0850000809878"
"120","301001","dom","block3","175.5750000011176"
"121","301001","dom","block3","160.21500003989786"
"122","301001","dom","block3","198.88999999966472"
"123","301001","dom","block3","184.2349999351427"
"124","301001","dom","block3","156.05500002857298"
"125","301001","dom","block3","167.42499999236315"
"126","301001","dom","block3","181.85499997343868"
"127","301001","dom","block3","181.67499999981374"
"128","301001","dom","block3","200.0949999783188"
"129","301001","dom","block3","216.07500000391155"
"130","301001","dom","block3","158.5350000532344"
"131","301001","dom","block3","158.6949999909848"
"132","301001","dom","block3","158.97500002756715"
"133","301001","dom","block3","181.2700000591576"
"134","301001","dom","block3","184.4600000185892"
"135","301001","dom","block3","182.33999994117767"
"136","301001","dom","block3","175.82500004209578"
"137","301001","dom","block3","190.790000022389"
"138","301001","dom","block3","189.66499995440245"
"139","301001","dom","block3","176.355000003241"
"140","301001","dom","block3","222.19500003848225"
"141","301001","dom","block3","190.91000000480562"
"142","301001","dom","block3","198.55500000994653"
"143","301001","dom","block3","205.60500002466142"
"144","301001","dom","block3","184.52499993145466"
"145","301001","dom","block3","166.52999992948025"
"146","301001","dom","block3","192.67999997828156"
"147","301001","dom","block3","188.2299999706447"
"148","301001","dom","block3","152.43000001646578"
"149","301001","dom","block3","302.30499990284443"
"150","301001","dom","block3","229.30499992799014"
"151","301001","dom","block3","176.75500002223998"
"152","301001","dom","block3","198.37500003632158"
"153","301001","dom","block3","213.98000000044703"
"154","301001","dom","block3","192.00999999884516"
"155","301001","dom","block3","198.71500006411225"
"156","301001","dom","block3","205.55000007152557"
"157","301001","dom","block3","200.22500003688037"
"158","301001","dom","block3","214.85999994911253"
"159","301001","dom","block3","269.8200000450015"
"160","301001","dom","block3","288.31499989610165"
"165","301001","nonDom","block4","175.5750000011176"
"166","301001","nonDom","block4","182.71500000264496"
"167","301001","nonDom","block4","198.58999992720783"
"168","301001","nonDom","block4","165.8550000283867"
"169","301001","nonDom","block4","207.72999990731478"
"170","301001","nonDom","block4","207.67500007059425"
"171","301001","nonDom","block4","214.78499996010214"
"172","301001","nonDom","block4","198.6549999564886"
"173","301001","nonDom","block4","182.41500004660338"
"174","301001","nonDom","block4","214.3950000172481"
"175","301001","nonDom","block4","214.8550000274554"
"176","301001","nonDom","block4","197.32000003568828"
"177","301001","nonDom","block4","239.5750000141561"
"178","301001","nonDom","block4","199.61999997030944"
"179","301001","nonDom","block4","199.78500006254762"
"180","301001","nonDom","block4","224.01500004343688"
"181","301001","nonDom","block4","189.92499995511025"
"182","301001","nonDom","block4","239.7849999833852"
"183","301001","nonDom","block4","527.3149999557063"
"184","301001","nonDom","block4","222.56499994546175"
"185","301001","nonDom","block4","190.7249999931082"
"186","301001","nonDom","block4","206.40499994624406"
"187","301001","nonDom","block4","181.1100000049919"
"188","301001","nonDom","block4","152.66999998129904"
"189","301001","nonDom","block4","214.36999994330108"
"190","301001","nonDom","block4","173.76999999396503"
"191","301001","nonDom","block4","208.11999996658415"
"192","301001","nonDom","block4","190.8249999396503"
"193","301001","nonDom","block4","182.58000002242625"
"194","301001","nonDom","block4","246.5349999256432"
"195","301001","nonDom","block4","222.54999994765967"
"196","301001","nonDom","block4","248.23000002652407"
"197","301001","nonDom","block4","220.98999994341284"
"198","301001","nonDom","block4","158.47000002395362"
"199","301001","nonDom","block4","190.67999999970198"
"200","301001","nonDom","block4","174.2950000334531"
"201","301001","nonDom","block4","199.3900000816211"
"202","301001","nonDom","block4","197.61000003200024"
"203","301001","nonDom","block4","208.52999994531274"
"204","301001","nonDom","block4","206.73500001430511"
"205","301001","nonDom","block4","190.57500001508743"
"206","301001","nonDom","block4","246.61499995272607"
"207","301001","nonDom","block4","110.56499998085201"
"208","301001","nonDom","block4","262.74000003468245"
"213","301001","dom","block5","199.03500005602837"
"214","301001","dom","block5","104.42499991040677"
"215","301001","dom","block5","182.5500000268221"
"216","301001","dom","block5","150.749999913387"
"217","301001","dom","block5","150.21500003058463"
"218","301001","dom","block5","167.93500003404915"
"219","301001","dom","block5","158.7799999397248"
"220","301001","dom","block5","174.27000007592142"
"221","301001","dom","block5","141.95999992080033"
"222","301001","dom","block5","192.25000008009374"
"223","301001","dom","block5","174.59999991115183"
"224","301001","dom","block5","174.6300000231713"
"225","301001","dom","block5","142.55500002764165"
"226","301001","dom","block5","190.77500002458692"
"227","301001","dom","block5","173.22500003501773"
"228","301001","dom","block5","175.4750000545755"
"229","301001","dom","block5","191.37999997474253"
"230","301001","dom","block5","199.55499994102865"
"231","301001","dom","block5","191.48499995935708"
"232","301001","dom","block5","119.68000000342727"
"233","301001","dom","block5","191.4199999300763"
"234","301001","dom","block5","143.50000000558794"
"235","301001","dom","block5","167.5950000062585"
"236","301001","dom","block5","176.62000004202127"
"237","301001","dom","block5","141.72499999403954"
"238","301001","dom","block5","168.47999999299645"
"239","301001","dom","block5","174.59499998949468"
"240","301001","dom","block5","181.93999992217869"
"241","301001","dom","block5","168.7849999871105"
"242","301001","dom","block5","182.10499989800155"
"243","301001","dom","block5","158.60500000417233"
"244","301001","dom","block5","166.80500004440546"
"245","301001","dom","block5","191.50999991688877"
"246","301001","dom","block5","197.66999990679324"
"247","301001","dom","block5","335.700000054203"
"248","301001","dom","block5","207.99999998416752"
"249","301001","dom","block5","166.6249999543652"
"250","301001","dom","block5","174.77499996311963"
"251","301001","dom","block5","206.5400000428781"
"252","301001","dom","block5","182.20499996095896"
"253","301001","dom","block5","166.1700000986457"
"254","301001","dom","block5","190.7999999821186"
"255","301001","dom","block5","168.49499999079853"
"256","301001","dom","block5","190.62999996822327"
"257","301001","dom","block5","198.65500007290393"
"258","301001","dom","block5","173.49499999545515"
"259","301001","dom","block5","184.22000005375594"
"260","301001","dom","block5","381.749999942258"
"261","301001","dom","block5","128.49000003188848"
"262","301001","dom","block5","190.36999996751547"
"267","301001","nonDom","block6","183.54999995790422"
"268","301001","nonDom","block6","181.83499993756413"
"269","301001","nonDom","block6","111.92499997559935"
"270","301001","nonDom","block6","190.8999999286607"
"271","301001","nonDom","block6","158.25499990023673"
"272","301001","nonDom","block6","197.3149999976158"
"273","301001","nonDom","block6","192.74500000756234"
"274","301001","nonDom","block6","173.60000009648502"
"275","301001","nonDom","block6","192.38000002223998"
"276","301001","nonDom","block6","180.37999991793185"
"277","301001","nonDom","block6","150.57499997783452"
"278","301001","nonDom","block6","190.82500005606562"
"279","301001","nonDom","block6","229.44999998435378"
"280","301001","nonDom","block6","160.44999996665865"
"281","301001","nonDom","block6","222.49999991618097"
"282","301001","nonDom","block6","245.83499995060265"
"283","301001","nonDom","block6","160.23499995935708"
"284","301001","nonDom","block6","205.46500000637025"
"285","301001","nonDom","block6","152.6650000596419"
"286","301001","nonDom","block6","198.65500007290393"
"287","301001","nonDom","block6","198.13999999314547"
"288","301001","nonDom","block6","222.61499997694045"
"289","301001","nonDom","block6","174.71000005025417"
"290","301001","nonDom","block6","182.41500004660338"
"291","301001","nonDom","block6","206.3900000648573"
"292","301001","nonDom","block6","190.63500000629574"
"293","301001","nonDom","block6","158.81000005174428"
"294","301001","nonDom","block6","166.4749999763444"
"295","301001","nonDom","block6","230.3049999754876"
"296","301001","nonDom","block6","182.51000007148832"
"297","301001","nonDom","block6","142.43999996688217"
"298","301001","nonDom","block6","197.74500001221895"
"299","301001","nonDom","block6","192.4499999731779"
"300","301001","nonDom","block6","188.67499998304993"
"301","301001","nonDom","block6","224.7450000140816"
"302","301001","nonDom","block6","261.7649999447167"
"303","301001","nonDom","block6","175.64000003039837"
"304","301001","nonDom","block6","190.48499991185963"
"305","301001","nonDom","block6","280.2199999568984"
"306","301001","nonDom","block6","237.43500001728535"
"307","301001","nonDom","block6","263.7899999972433"
"308","301001","nonDom","block6","160.33999994397163"
"309","301001","nonDom","block6","254.08999994397163"
"310","301001","nonDom","block6","198.9799999864772"
"311","301001","nonDom","block6","198.78999993670732"
"312","301001","nonDom","block6","157.60000003501773"
"313","301001","nonDom","block6","232.30000003241003"
"810","301002","dom","block1","132.40999984554946"
"910","301002","dom","block1","212.9649999551475"
"1010","301002","dom","block1","163.07000000961125"
"1110","301002","dom","block1","212.45500002987683"
"1210","301002","dom","block1","127.87999981082976"
"1310","301002","dom","block1","125.26000011712313"
"1410","301002","dom","block1","95.71000002324581"
"1510","301002","dom","block1","136.18999999016523"
"161","301002","dom","block1","161.69500001706183"
"1710","301002","dom","block1","231.27000010572374"
"1810","301002","dom","block1","161.33000003173947"
"1910","301002","dom","block1","157.35499979928136"
"2010","301002","dom","block1","146.50999987497926"
"2110","301002","dom","block1","119.36999997124076"
"2210","301002","dom","block1","153.54999992996454"
"2310","301002","dom","block1","147.95499993488193"
"2410","301002","dom","block1","135.03000000491738"
"2510","301002","dom","block1","122.16000002808869"
"2610","301002","dom","block1","154.50499998405576"
"2710","301002","dom","block1","144.57500004209578"
"2810","301002","dom","block1","146.93500008434057"
"2910","301002","dom","block1","121.65500014089048"
"3010","301002","dom","block1","145.74499987065792"
"3110","301002","dom","block1","291.3350001908839"
"323","301002","dom","block1","152.94499997980893"
"3310","301002","dom","block1","155.0750001333654"
"3410","301002","dom","block1","145.25999990291893"
"3510","301002","dom","block1","148.5800000373274"
"3610","301002","dom","block1","161.22500016354024"
"3710","301002","dom","block1","116.59499979577959"
"3810","301002","dom","block1","120.39499985985458"
"3910","301002","dom","block1","116.58999999053776"
"401","301002","dom","block1","122.41500010713935"
"4110","301002","dom","block1","112.24499996751547"
"4210","301002","dom","block1","111.67000001296401"
"4310","301002","dom","block1","120.49999996088445"
"4410","301002","dom","block1","101.53999994508922"
"4510","301002","dom","block1","178.32499998621643"
"4610","301002","dom","block1","103.32500003278255"
"475","301002","dom","block1","188.58499987982213"
"481","301002","dom","block1","101.07499989680946"
"491","301002","dom","block1","105.83000001497567"
"501","301002","dom","block1","102.32499986886978"
"511","301002","dom","block1","101.38499992899597"
"521","301002","dom","block1","93.6249999795109"
"531","301002","dom","block1","207.0549998898059"
"541","301002","dom","block1","111.66000016964972"
"551","301002","dom","block1","179.34500006958842"
"561","301002","dom","block1","99.71500001847744"
"571","301002","dom","block1","86.92999999038875"
"581","301002","dom","block1","83.75500002875924"
"59","301002","dom","block1","92.32999989762902"
"60","301002","dom","block1","101.21999983675778"
"61","301002","dom","block1","82.3299998883158"
"62","301002","dom","block1","172.45499999262393"
"631","301002","dom","block1","114.39499980770051"
"641","301002","dom","block1","95.69999994710088"
"651","301002","dom","block1","96.55999997630715"
"661","301002","dom","block1","102.90000005625188"
"671","301002","dom","block1","70.67000004462898"
"681","301002","dom","block1","235.3899998124689"
"691","301002","dom","block1","116.27000011503696"
"701","301002","dom","block1","185.35500019788742"
"711","301002","dom","block1","124.56500018015504"
"721","301002","dom","block1","102.44500008411705"
"731","301002","dom","block1","78.29999993555248"
"741","301002","dom","block1","118.71500010602176"
"791","301002","nonDom","block2","127.63500004075468"
"801","301002","nonDom","block2","182.18000000342727"
"811","301002","nonDom","block2","230.63500015996397"
"821","301002","nonDom","block2","111.38000013306737"
"831","301002","nonDom","block2","93.39499985799193"
"841","301002","nonDom","block2","118.5850000474602"
"851","301002","nonDom","block2","100.51000001840293"
"861","301002","nonDom","block2","99.51500012539327"
"871","301002","nonDom","block2","106.64499993436038"
"881","301002","nonDom","block2","103.52499992586672"
"891","301002","nonDom","block2","101.42500000074506"
"901","301002","nonDom","block2","116.66500009596348"
"911","301002","nonDom","block2","82.03499997034669"
"921","301002","nonDom","block2","99.56500004045665"
"931","301002","nonDom","block2","75.28000022284687"
"941","301002","nonDom","block2","93.73999992385507"
"951","301002","nonDom","block2","242.36500007100403"
"961","301002","nonDom","block2","113.03999996744096"
"971","301002","nonDom","block2","103.59499999321997"
"981","301002","nonDom","block2","97.55999990738928"
"991","301002","nonDom","block2","108.23500016704202"
"1001","301002","nonDom","block2","77.74499990046024"
"1011","301002","nonDom","block2","85.3199998382479"
"1021","301002","nonDom","block2","146.8450000975281"
"1031","301002","nonDom","block2","101.14000015892088"
"1041","301002","nonDom","block2","95.72499990463257"
"1051","301002","nonDom","block2","77.07999995909631"
"1061","301002","nonDom","block2","132.42999999783933"
"1071","301002","nonDom","block2","118.47000010311604"
"108","301002","nonDom","block2","229.4449999462813"
"109","301002","nonDom","block2","114.38499996438622"
"110","301002","nonDom","block2","107.22999996505678"
"111","301002","nonDom","block2","114.24500006251037"
"1121","301002","nonDom","block2","123.61499993130565"
"1131","301002","nonDom","block2","118.90999996103346"
"1141","301002","nonDom","block2","109.9049998447299"
"1151","301002","nonDom","block2","121.52999988757074"
"1161","301002","nonDom","block2","122.07500007934868"
"1171","301002","nonDom","block2","149.6400001924485"
"1181","301002","nonDom","block2","104.6100000385195"
"1191","301002","nonDom","block2","87.3500001616776"
"1201","301002","nonDom","block2","115.1199999731034"
"1211","301002","nonDom","block2","111.65000009350479"
"1221","301002","nonDom","block2","91.5550000499934"
"1231","301002","nonDom","block2","84.08499998040497"
"1241","301002","nonDom","block2","164.8999999742955"
"1251","301002","nonDom","block2","73.14999983645976"
"1261","301002","nonDom","block2","116.6699999012053"
"1271","301002","nonDom","block2","127.25499994121492"
"1281","301002","nonDom","block2","107.88000002503395"
"1291","301002","nonDom","block2","72.2700001206249"
"1301","301002","nonDom","block2","149.5099999010563"
"1311","301002","nonDom","block2","87.34999992884696"
"1321","301002","nonDom","block2","73.20500002242625"
"1331","301002","nonDom","block2","94.6600001771003"
"1341","301002","nonDom","block2","81.33000019006431"
"1351","301002","nonDom","block2","85.01499984413385"
"1361","301002","nonDom","block2","97.77499991469085"
"1371","301002","nonDom","block2","95.29500012286007"
"1381","301002","nonDom","block2","77.67000002786517"
"1391","301002","nonDom","block2","80.12999990023673"
"1401","301002","nonDom","block2","90.44499997980893"
"1411","301002","nonDom","block2","240.31500006094575"
"1421","301002","nonDom","block2","106.0500000603497"
"1431","301002","nonDom","block2","98.42499997466803"
"1441","301002","nonDom","block2","80.77499992214143"
"1451","301002","nonDom","block2","92.78499986976385"
"1461","301002","nonDom","block2","82.93000003322959"
"1471","301002","nonDom","block2","85.41499986313283"
"1481","301002","nonDom","block2","88.99000007659197"
"1491","301002","nonDom","block2","76.26000000163913"
"1501","301002","nonDom","block2","90.76500008814037"
"1511","301002","nonDom","block2","90.31499992124736"
"1521","301002","nonDom","block2","83.58499989844859"
"1531","301002","nonDom","block2","91.31499985232949"
"1541","301002","nonDom","block2","101.79500002413988"
"1551","301002","nonDom","block2","109.33500016108155"
"1561","301002","nonDom","block2","164.14000000804663"
"1571","301002","nonDom","block2","87.20499998889863"
"1581","301002","nonDom","block2","86.45999990403652"
"1591","301002","nonDom","block2","305.4900001734495"
"164","301002","dom","block3","130.14500006102026"
"1651","301002","dom","block3","69.31499997153878"
"1661","301002","dom","block3","240.63499993644655"
"1671","301002","dom","block3","63.070000149309635"
"1681","301002","dom","block3","101.58500005491078"
"1691","301002","dom","block3","62.18999996781349"
"1701","301002","dom","block3","175.8850000333041"
"1711","301002","dom","block3","114.94500003755093"
"1721","301002","dom","block3","164.52999995090067"
"1731","301002","dom","block3","146.52499998919666"
"1741","301002","dom","block3","159.52500002458692"
"1751","301002","dom","block3","136.7249998729676"
"1761","301002","dom","block3","87.91000000201166"
"1771","301002","dom","block3","77.64000003226101"
"1781","301002","dom","block3","78.74000002630055"
"1791","301002","dom","block3","81.51499996893108"
"1801","301002","dom","block3","78.14999995753169"
"1811","301002","dom","block3","75.27999999001622"
"1821","301002","dom","block3","75.9200002066791"
"1831","301002","dom","block3","79.92499996908009"
"1841","301002","dom","block3","74.89000004716218"
"1851","301002","dom","block3","88.10499985702336"
"1861","301002","dom","block3","81.5349998883903"
"1871","301002","dom","block3","76.25499996356666"
"1881","301002","dom","block3","292.49000013805926"
"1891","301002","dom","block3","83.92999996431172"
"1901","301002","dom","block3","79.84000002034009"
"1911","301002","dom","block3","82.96000002883375"
"1921","301002","dom","block3","81.83499984443188"
"1931","301002","dom","block3","85.82499995827675"
"1941","301002","dom","block3","78.14999995753169"
"1951","301002","dom","block3","88.04000006057322"
"1961","301002","dom","block3","76.89999998547137"
"1971","301002","dom","block3","83.67499988526106"
"1981","301002","dom","block3","402.67999982461333"
"1991","301002","dom","block3","218.3700001332909"
"2001","301002","dom","block3","85.39999998174608"
"2011","301002","dom","block3","79.36499989591539"
"2021","301002","dom","block3","79.36999993398786"
"2031","301002","dom","block3","79.18000011704862"
"2041","301002","dom","block3","83.8799998164177"
"2051","301002","dom","block3","77.50000013038516"
"2061","301002","dom","block3","78.60500016249716"
"2071","301002","dom","block3","93.3149999473244"
"2081","301002","dom","block3","82.27500016801059"
"209","301002","dom","block3","81.58500003628433"
"210","301002","dom","block3","76.18499989621341"
"211","301002","dom","block3","82.60500011965632"
"212","301002","dom","block3","75.98500000312924"
"2131","301002","dom","block3","66.05499982833862"
"2141","301002","dom","block3","488.17499983124435"
"2151","301002","dom","block3","142.5650001037866"
"2161","301002","dom","block3","77.98999990336597"
"2171","301002","dom","block3","105.20000010728836"
"2181","301002","dom","block3","75.42000012472272"
"2191","301002","dom","block3","89.27500015124679"
"2201","301002","dom","block3","92.65500004403293"
"2211","301002","dom","block3","92.1849999576807"
"2221","301002","dom","block3","87.22999994643033"
"2231","301002","dom","block3","106.54499987140298"
"2241","301002","dom","block3","78.62000004388392"
"2251","301002","dom","block3","101.02500021457672"
"2261","301002","dom","block3","95.74000001884997"
"2271","301002","dom","block3","74.93499992415309"
"2281","301002","dom","block3","88.46500003710389"
"2291","301002","dom","block3","290.9249998629093"
"2301","301002","dom","block3","168.49500010721385"
"2311","301002","dom","block3","150.46999999321997"
"2321","301002","dom","block3","122.92999983765185"
"2331","301002","dom","block3","94.97500001452863"
"2341","301002","dom","block3","116.70499993488193"
"2351","301002","dom","block3","212.55000005476177"
"2361","301002","dom","block3","87.14499999769032"
"2371","301002","dom","block3","225.57000000961125"
"2381","301002","dom","block3","252.12000007741153"
"2391","301002","dom","block3","124.30000002495944"
"2401","301002","dom","block3","96.37499996460974"
"2451","301002","nonDom","block4","94.15000001899898"
"2461","301002","nonDom","block4","107.04500018619001"
"2471","301002","nonDom","block4","60.43999991379678"
"2481","301002","nonDom","block4","95.36999999545515"
"2491","301002","nonDom","block4","91.92499984055758"
"2501","301002","nonDom","block4","99.63999991305172"
"2511","301002","nonDom","block4","74.27999982610345"
"2521","301002","nonDom","block4","155.7899999897927"
"2531","301002","nonDom","block4","231.8749998230487"
"2541","301002","nonDom","block4","92.04000001773238"
"2551","301002","nonDom","block4","117.06999992020428"
"2561","301002","nonDom","block4","56.35000020265579"
"2571","301002","nonDom","block4","110.06500013172626"
"2581","301002","nonDom","block4","64.98500006273389"
"2591","301002","nonDom","block4","105.78999994322658"
"2601","301002","nonDom","block4","87.04499993473291"
"2611","301002","nonDom","block4","84.83500010333955"
"2621","301002","nonDom","block4","87.87499996833503"
"263","301002","nonDom","block4","78.41500011272728"
"264","301002","nonDom","block4","93.97000004537404"
"265","301002","nonDom","block4","85.37500002421439"
"266","301002","nonDom","block4","74.09500004723668"
"2671","301002","nonDom","block4","90.47000017017126"
"2681","301002","nonDom","block4","95.50500009208918"
"2691","301002","nonDom","block4","240.32499990426004"
"2701","301002","nonDom","block4","119.72000007517636"
"2711","301002","nonDom","block4","137.20499980263412"
"2721","301002","nonDom","block4","101.37500008568168"
"2731","301002","nonDom","block4","126.60500011406839"
"2741","301002","nonDom","block4","156.74000000581145"
"2751","301002","nonDom","block4","62.295000068843365"
"2761","301002","nonDom","block4","113.41500002890825"
"2771","301002","nonDom","block4","134.8499997984618"
"2781","301002","nonDom","block4","119.33499993756413"
"2791","301002","nonDom","block4","161.36999987065792"
"2801","301002","nonDom","block4","108.269999967888"
"2811","301002","nonDom","block4","233.60999999567866"
"2821","301002","nonDom","block4","79.18500015512109"
"2831","301002","nonDom","block4","189.54499997198582"
"2841","301002","nonDom","block4","62.464999966323376"
"2851","301002","nonDom","block4","119.53000002540648"
"2861","301002","nonDom","block4","63.704999862238765"
"2871","301002","nonDom","block4","84.21999984420836"
"2881","301002","nonDom","block4","119.72499988041818"
"2891","301002","nonDom","block4","157.28499996475875"
"2901","301002","nonDom","block4","99.46499997749925"
"2911","301002","nonDom","block4","136.79999997839332"
"2921","301002","nonDom","block4","152.0050000399351"
"2931","301002","nonDom","block4","132.45499995537102"
"2941","301002","nonDom","block4","129.56999987363815"
"2951","301002","nonDom","block4","99.394999910146"
"2961","301002","nonDom","block4","93.56499998830259"
"2971","301002","nonDom","block4","93.53499999269843"
"2981","301002","nonDom","block4","75.5950000602752"
"2991","301002","nonDom","block4","115.31000002287328"
"3001","301002","nonDom","block4","101.04500013403594"
"3011","301002","nonDom","block4","94.69499997794628"
"3021","301002","nonDom","block4","96.64499992504716"
"3031","301002","nonDom","block4","98.11999998055398"
"3041","301002","nonDom","block4","171.65999999269843"
"3051","301002","nonDom","block4","96.7399999499321"
"3061","301002","nonDom","block4","171.1450000293553"
"3071","301002","nonDom","block4","146.22500003315508"
"3081","301002","nonDom","block4","118.52500005625188"
"3091","301002","nonDom","block4","136.26999990083277"
"3101","301002","nonDom","block4","157.66499983146787"
"3111","301002","nonDom","block4","139.19500005431473"
"3121","301002","nonDom","block4","133.72000004164875"
"3131","301002","nonDom","block4","121.27500004135072"
"314","301002","nonDom","block4","158.64999988116324"
"315","301002","nonDom","block4","134.0850000269711"
"316","301002","nonDom","block4","129.32500010356307"
"317","301002","nonDom","block4","154.5449998229742"
"318","301002","nonDom","block4","117.44499998167157"
"319","301002","nonDom","block4","142.84500014036894"
"320","301002","nonDom","block4","106.0900001320988"
"321","301002","nonDom","block4","56.91499984823167"
"322","301002","nonDom","block4","150.14000004157424"
"327","301002","dom","block5","300.64000003039837"
"328","301002","dom","block5","95.70000017993152"
"329","301002","dom","block5","164.80999998748302"
"330","301002","dom","block5","140.65499999560416"
"331","301002","dom","block5","137.68499996513128"
"332","301002","dom","block5","171.48999986238778"
"333","301002","dom","block5","62.47500004246831"
"334","301002","dom","block5","69.5849999319762"
"335","301002","dom","block5","170.50000000745058"
"336","301002","dom","block5","144.7449999395758"
"337","301002","dom","block5","269.72000021487474"
"338","301002","dom","block5","78.575000166893"
"339","301002","dom","block5","83.199999993667"
"340","301002","dom","block5","163.8549999333918"
"341","301002","dom","block5","79.45999992080033"
"342","301002","dom","block5","73.2350000180304"
"343","301002","dom","block5","74.70999984070659"
"344","301002","dom","block5","79.19499999843538"
"345","301002","dom","block5","84.56499991007149"
"346","301002","dom","block5","75.48999995924532"
"347","301002","dom","block5","77.41499994881451"
"348","301002","dom","block5","72.27500015869737"
"349","301002","dom","block5","78.59499985352159"
"350","301002","dom","block5","222.5949999410659"
"351","301002","dom","block5","74.12000000476837"
"352","301002","dom","block5","85.5600000359118"
"353","301002","dom","block5","76.39500009827316"
"354","301002","dom","block5","77.18500006012619"
"355","301002","dom","block5","80.42500005103648"
"356","301002","dom","block5","70.61000005342066"
"357","301002","dom","block5","156.70500020496547"
"358","301002","dom","block5","71.31000002846122"
"359","301002","dom","block5","158.40500011108816"
"360","301002","dom","block5","77.79999985359609"
"361","301002","dom","block5","76.51000004261732"
"362","301002","dom","block5","94.35499995015562"
"363","301002","dom","block5","210.5600000359118"
"364","301002","dom","block5","245.2750001102686"
